,location,side_a,side_b,territory_name,start_date,start_date2,region,type_of_conflict,S&P_500,NASDAQ,Dow_Jones
2448,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2449,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2450,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2451,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2452,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2453,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2454,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2455,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2456,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2457,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2458,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,2006-07-13,2,3,1236.2,2037.35,10739.35
2464,DR Congo (Zaire),Government of DR Congo (Zaire),BDK,Kongo Kingdom,1998-07-02,2007-02-01,4,3,1448.39,2475.88,12653.49
2465,DR Congo (Zaire),Government of DR Congo (Zaire),BDK,Kongo Kingdom,1998-07-02,2007-02-01,4,3,1448.39,2475.88,12653.49
2468,Niger,Government of Niger,FLAA,,1991-10-25,1991-12-31,4,3,419.34,592.65,3201.48
2469,Niger,Government of Niger,FLAA,,1991-10-25,1991-12-31,4,3,419.34,592.65,3201.48
2470,Niger,Government of Niger,UFRA,,1991-10-25,1997-10-19,4,3,944.16,1666.85,7847.03
2471,Niger,Government of Niger,MNJ,,1991-10-25,2007-04-30,4,3,1494.07,2557.21,13120.94
2472,Niger,Government of Niger,MNJ,,1991-10-25,2007-04-30,4,3,1494.07,2557.21,13120.94
2474,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2475,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2476,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2477,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2478,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2479,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2480,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2481,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2482,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2483,India,Government of India,PULF,Islamic State,2000-06-20,2008-12-22,3,3,887.88,1564.32,8579.11
2485,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
2486,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
2487,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
2488,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,4,95.1,105.05,831.17
2489,Ethiopia,Government of Ethiopia,SLM,Sidamaland,1981-03-21,1981-03-21,4,3,134.08,206.29,992.8
2490,Ethiopia,Government of Ethiopia,SLM,Sidamaland,1981-03-21,1983-03-16,4,3,149.9,265.01,1117.74
2491,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2009-08-29,3,3,1028.93,2028.77,9544.2
2492,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2014-12-22,3,3,2070.65,4765.38,17804.8
2493,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2014-12-22,3,3,2070.65,4765.38,17804.8
2494,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2017-03-06,3,3,2383.12,5870.75,21005.71
